EVENT,ENCODING
Note-Duration_9/64,168.0
Position_11/64,204.0
Note-Velocity_25,153.0
Note-On_73,73.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_27/64,220.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_33/64,226.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_42/64,235.0
Note-Velocity_20,148.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_55/64,248.0
Note-Velocity_17,145.0
Note-On_65,65.0
Note-Duration_8/64,167.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Chord-Tone_F#,328.0
Chord-Type_,346.0
Chord-Slash_F#,340.0
Note-Velocity_21,149.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_26/64,219.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_14/64,173.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_41/64,234.0
Note-Velocity_21,149.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_47/64,240.0
Note-Velocity_21,149.0
Note-On_66,66.0
Note-Duration_9/64,168.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_166.67,306.0
Position_57/64,250.0
Note-Velocity_15,143.0
Note-On_63,63.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_166.67,306.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_15,143.0
Note-On_61,61.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_24/64,217.0
Note-Velocity_20,148.0
Note-On_63,63.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_33/64,226.0
Note-Velocity_16,144.0
Note-On_63,63.0
Note-Duration_6/64,165.0
Position_43/64,236.0
Note-Velocity_18,146.0
Note-On_58,58.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_166.67,306.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_9/64,202.0
Note-Velocity_20,148.0
Note-On_61,61.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_22,150.0
Note-On_65,65.0
Note-Duration_7/64,166.0
Position_25/64,218.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_41/64,234.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_6/64,165.0
Position_47/64,240.0
Note-Velocity_21,149.0
Note-On_76,76.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_57/64,250.0
Note-Velocity_23,151.0
Note-On_80,80.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Chord-Tone_D#,325.0
Chord-Type_7,368.0
Chord-Slash_D#,337.0
Note-Velocity_21,149.0
Note-On_83,83.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_15,143.0
Note-On_81,81.0
Note-Duration_14/64,173.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_25/64,218.0
Note-Velocity_20,148.0
Note-On_80,80.0
Note-Duration_10/64,169.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_40/64,233.0
Note-Velocity_25,153.0
Note-On_75,75.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Note-Velocity_20,148.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_56/64,249.0
Note-Velocity_23,151.0
Note-On_72,72.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_170.00,307.0
Chord-Tone_D#,325.0
Chord-Type_7,368.0
Chord-Slash_D#,337.0
Note-Velocity_24,152.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_9/64,202.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_17/64,210.0
Note-Velocity_22,150.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_26/64,219.0
Note-Velocity_20,148.0
Note-On_65,65.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_34/64,227.0
Note-Velocity_18,146.0
Note-On_63,63.0
Note-Duration_7/64,166.0
Position_42/64,235.0
Note-Velocity_19,147.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_50/64,243.0
Note-Velocity_18,146.0
Note-On_62,62.0
Note-Duration_6/64,165.0
Position_58/64,251.0
Note-Velocity_11,139.0
Note-On_58,58.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Note-Velocity_20,148.0
Note-On_63,63.0
Note-Duration_8/64,167.0
Position_9/64,202.0
Note-Velocity_22,150.0
Note-On_65,65.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_17/64,210.0
Note-Velocity_19,147.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_26/64,219.0
Note-Velocity_19,147.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_33/64,226.0
Note-Velocity_21,149.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_58/64,251.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_20,148.0
Note-On_67,67.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_170.00,307.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_9/64,202.0
Note-Velocity_21,149.0
Note-On_65,65.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_20,148.0
Note-On_64,64.0
Note-Duration_7/64,166.0
Position_27/64,220.0
Note-Velocity_18,146.0
Note-On_53,53.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_34/64,227.0
Note-Velocity_20,148.0
Note-On_63,63.0
Note-Duration_5/64,164.0
Position_42/64,235.0
Note-Velocity_18,146.0
Note-On_65,65.0
Note-Duration_13/64,172.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_56/64,249.0
Note-Velocity_19,147.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_23,151.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_9/64,202.0
Note-Velocity_17,145.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Note-Velocity_23,151.0
Note-On_65,65.0
Note-Duration_8/64,167.0
Position_25/64,218.0
Note-Velocity_20,148.0
Note-On_62,62.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_6/64,165.0
Position_42/64,235.0
Note-Velocity_20,148.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_50/64,243.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_57/64,250.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_24,152.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_8/64,167.0
Position_28/64,221.0
Note-Velocity_19,147.0
Note-On_61,61.0
Note-Duration_5/64,164.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_33/64,226.0
Note-Velocity_20,148.0
Note-On_66,66.0
Note-Duration_7/64,166.0
Position_42/64,235.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_58/64,251.0
Note-Velocity_19,147.0
Note-On_61,61.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_15,143.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_166.67,306.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_33/64,226.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_21,149.0
Note-On_70,70.0
Note-Duration_5/64,164.0
Position_40/64,233.0
Note-Velocity_21,149.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_56/64,249.0
Note-Velocity_19,147.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_14/64,207.0
Note-Velocity_21,149.0
Note-On_70,70.0
Note-Duration_9/64,168.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_33/64,226.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_59/64,252.0
Note-Velocity_20,148.0
Note-On_68,68.0
Note-Duration_15/64,174.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-On_64,64.0
Note-Duration_7/64,166.0
Position_25/64,218.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_20,148.0
Note-On_61,61.0
Note-Duration_5/64,164.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_43/64,236.0
Note-Velocity_21,149.0
Note-On_68,68.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_56/64,249.0
Note-Velocity_21,149.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Chord-Tone_D#,325.0
Chord-Type_7,368.0
Chord-Slash_D#,337.0
Note-Velocity_18,146.0
Note-On_66,66.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_19,147.0
Note-On_63,63.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_67,67.0
Note-Duration_8/64,167.0
Position_27/64,220.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_40/64,233.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_58/64,251.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_166.67,306.0
Chord-Tone_G#,330.0
Chord-Type_,346.0
Chord-Slash_G#,342.0
Position_9/64,202.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_8/64,167.0
Position_26/64,219.0
Note-Velocity_15,143.0
Note-On_70,70.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_33/64,226.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_42/64,235.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_59/64,252.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_170.00,307.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_20,148.0
Note-On_70,70.0
Note-Duration_17/64,176.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_19/64,212.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_28/64,221.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_42/64,235.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_58/64,251.0
Note-Velocity_21,149.0
Note-On_67,67.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_22,150.0
Note-On_70,70.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_18,146.0
Note-On_63,63.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Note-Velocity_19,147.0
Note-On_68,68.0
Note-Duration_17/64,176.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_49/64,242.0
Note-Velocity_25,153.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_22,150.0
Note-On_65,65.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_21,149.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_7/64,166.0
Position_27/64,220.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_15/64,174.0
Position_32/64,225.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Position_44/64,237.0
Note-Velocity_25,153.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_56/64,249.0
Note-Velocity_22,150.0
Note-On_65,65.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_18,146.0
Note-On_63,63.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_19,147.0
Note-On_79,79.0
Note-Duration_20/64,179.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_41/64,234.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Note-Velocity_24,152.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_58/64,251.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_8/64,201.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_6/64,165.0
Position_25/64,218.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Note-Velocity_22,150.0
Note-On_74,74.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_59/64,252.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_1/64,194.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_2/64,161.0
Position_3/64,196.0
Note-Velocity_22,150.0
Note-On_74,74.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_40/64,233.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_22,150.0
Note-On_73,73.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_49/64,242.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_58/64,251.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_1/64,194.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_16/64,175.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_18/64,211.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_27/64,220.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_33/64,226.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_16/64,175.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_59/64,252.0
Note-Velocity_18,146.0
Note-On_71,71.0
Note-Duration_22/64,181.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_40/64,233.0
Note-Velocity_20,148.0
Note-On_66,66.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_137.50,297.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_58/64,251.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Note-Velocity_22,150.0
Note-On_70,70.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_27/64,220.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_40/64,233.0
Note-Velocity_18,146.0
Note-On_63,63.0
Note-Duration_18/64,177.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_59/64,252.0
Note-Velocity_23,151.0
Note-On_67,67.0
Note-Duration_8/64,167.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_8/64,201.0
Note-Velocity_22,150.0
Note-On_69,69.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_7/64,166.0
Position_25/64,218.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
