EVENT,ENCODING
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_2/64,195.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_13/64,172.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_18/64,211.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_10/64,169.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_34/64,227.0
Note-Velocity_27,155.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_44/64,237.0
Note-Velocity_26,154.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_140.00,298.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_2/64,195.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_15/64,174.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_18/64,211.0
Note-Velocity_25,153.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_43/64,236.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_49/64,242.0
Note-Velocity_24,152.0
Note-On_66,66.0
Note-Duration_7/64,166.0
Position_60/64,253.0
Note-Velocity_22,150.0
Note-On_66,66.0
Note-Duration_14/64,173.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_137.50,297.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_A,331.0
Chord-Type_7,368.0
Chord-Slash_A,343.0
Position_1/64,194.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Referred,417.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_7/64,166.0
Position_13/64,206.0
Note-Velocity_26,154.0
Note-On_74,74.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_26/64,219.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_20/64,179.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_74,74.0
Note-Duration_8/64,167.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_34/64,227.0
Note-Velocity_26,154.0
Note-On_74,74.0
Note-Duration_8/64,167.0
Position_43/64,236.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_49/64,242.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_60/64,253.0
Note-Velocity_21,149.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_11/64,204.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_26/64,219.0
Note-Velocity_25,153.0
Note-On_69,69.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_34/64,227.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_2/64,195.0
Note-Velocity_24,152.0
Note-On_67,67.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_26,154.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_18/64,211.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_11/64,170.0
Position_30/64,223.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_34/64,227.0
Note-Velocity_26,154.0
Note-On_74,74.0
Note-Duration_10/64,169.0
Position_44/64,237.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_4/64,163.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Note-Velocity_26,154.0
Note-On_68,68.0
Note-Duration_10/64,169.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_1/64,194.0
Note-Velocity_22,150.0
Note-On_69,69.0
Note-Duration_14/64,173.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Referred,417.0
Note-Velocity_26,154.0
Note-On_74,74.0
Note-Duration_7/64,166.0
Position_7/64,200.0
Note-Velocity_27,155.0
Note-On_78,78.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_8/64,167.0
Position_25/64,218.0
Note-Velocity_26,154.0
Note-On_76,76.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_8/64,167.0
Position_42/64,235.0
Note-Velocity_25,153.0
Note-On_73,73.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_34/64,227.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Distance_1,418.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_7/64,166.0
Position_44/64,237.0
Note-Velocity_26,154.0
Note-On_76,76.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_50/64,243.0
Note-Velocity_25,153.0
Note-On_79,79.0
Note-Duration_9/64,168.0
Position_60/64,253.0
Note-Velocity_26,154.0
Note-On_76,76.0
Note-Duration_14/64,173.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_11/64,204.0
Note-Velocity_26,154.0
Note-On_73,73.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_18/64,211.0
Note-Velocity_25,153.0
Note-On_69,69.0
Note-Duration_14/64,173.0
Position_31/64,224.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_42/64,235.0
Note-Velocity_22,150.0
Note-On_69,69.0
Note-Duration_4/64,163.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_1/64,194.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_10/64,169.0
Position_28/64,221.0
Note-Velocity_24,152.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_37/64,230.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_6/64,165.0
Position_44/64,237.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_51/64,244.0
Note-Velocity_24,152.0
Note-On_69,69.0
Note-Duration_6/64,165.0
Position_60/64,253.0
Note-Velocity_22,150.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_8/64,201.0
Phrase,393.0
MLU-Type_rhythm,400.0
MLU-Subtype_rhythm-mi,413.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_5/64,164.0
Position_15/64,208.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_25/64,218.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_5/64,164.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_7/64,166.0
Position_41/64,234.0
Note-Velocity_27,155.0
Note-On_76,76.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_7/64,166.0
Position_56/64,249.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Note-Velocity_23,151.0
Note-On_73,73.0
Note-Duration_7/64,166.0
Position_15/64,208.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_23/64,216.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Note-Velocity_22,150.0
Note-On_74,74.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_14/64,173.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_6/64,165.0
Position_43/64,236.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_5/64,164.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_56/64,249.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Note-Velocity_22,150.0
Note-On_69,69.0
Note-Duration_26/64,185.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_140.00,298.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_8/64,201.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_18/64,211.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_7/64,166.0
Position_26/64,219.0
Note-Velocity_26,154.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_140.00,298.0
Note-Velocity_22,150.0
Note-On_73,73.0
Note-Duration_6/64,165.0
Position_39/64,232.0
Note-Velocity_19,147.0
Note-On_71,71.0
Note-Duration_3/64,162.0
Position_42/64,235.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_4/64,163.0
Position_47/64,240.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_58/64,251.0
Note-Velocity_22,150.0
Note-On_71,71.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Note-Velocity_21,149.0
Note-On_73,73.0
Note-Duration_24/64,183.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_25/64,218.0
Note-Velocity_22,150.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_74,74.0
Note-Duration_7/64,166.0
Position_41/64,234.0
Note-Velocity_24,152.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_7/64,166.0
Position_56/64,249.0
Note-Velocity_22,150.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Note-Velocity_24,152.0
Note-On_73,73.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_74,74.0
Note-Duration_14/64,173.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_71,71.0
Note-Duration_6/64,165.0
Position_39/64,232.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_17/64,176.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_42/64,235.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Referred,417.0
Note-Velocity_26,154.0
Note-On_76,76.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_52/64,245.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_7/64,166.0
Position_60/64,253.0
Note-Velocity_26,154.0
Note-On_83,83.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_3/64,196.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_19/64,178.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_24/64,217.0
Note-Velocity_23,151.0
Note-On_80,80.0
Note-Duration_3/64,162.0
Position_28/64,221.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_36/64,229.0
Note-Velocity_23,151.0
Note-On_74,74.0
Note-Duration_11/64,170.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_49/64,242.0
Note-Velocity_24,152.0
Note-On_71,71.0
Note-Duration_4/64,163.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_69,69.0
Note-Duration_4/64,163.0
Position_58/64,251.0
Note-Velocity_24,152.0
Note-On_71,71.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Chord-Tone_B,333.0
Chord-Type_7,368.0
Chord-Slash_B,345.0
Note-Velocity_21,149.0
Note-On_69,69.0
Note-Duration_24/64,183.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_25/64,218.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Distance_1,418.0
Backref-Referred,417.0
Note-Velocity_23,151.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_28/64,221.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_33/64,226.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_6/64,165.0
Position_42/64,235.0
Note-Velocity_22,150.0
Note-On_75,75.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Bar,192.0
