EVENT,ENCODING
Tempo_117.50,289.0
Position_33/64,226.0
Note-Velocity_16,144.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Position_41/64,234.0
Note-Velocity_19,147.0
Note-On_72,72.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_49/64,242.0
Note-Velocity_16,144.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_2/64,195.0
Note-Velocity_16,144.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Note-Velocity_20,148.0
Note-On_69,69.0
Note-Duration_9/64,168.0
Position_26/64,219.0
Note-Velocity_17,145.0
Note-On_69,69.0
Note-Duration_21/64,180.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_110.00,286.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_1/64,194.0
Phrase,393.0
MLU-Type_expressive,395.0
Note-Velocity_19,147.0
Note-On_83,83.0
Note-Duration_3/64,162.0
Position_4/64,197.0
Note-Velocity_22,150.0
Note-On_89,89.0
Note-Duration_4/64,163.0
Position_9/64,202.0
Note-Velocity_22,150.0
Note-On_90,90.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_15,143.0
Note-On_88,88.0
Note-Duration_3/64,162.0
Position_24/64,217.0
Note-Velocity_22,150.0
Note-On_89,89.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_33/64,226.0
Note-Velocity_17,145.0
Note-On_89,89.0
Note-Duration_9/64,168.0
Position_42/64,235.0
Note-Velocity_22,150.0
Note-On_85,85.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_50/64,243.0
Note-Velocity_23,151.0
Note-On_84,84.0
Note-Duration_7/64,166.0
Rep-End_1,445.0
Part-End_A,434.0
Part-Start_B,430.0
Rep-Start_1,439.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_D,324.0
Chord-Type_79#,370.0
Chord-Slash_D,336.0
Position_1/64,194.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_7/64,166.0
Position_9/64,202.0
Note-Velocity_22,150.0
Note-On_81,81.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Note-Velocity_23,151.0
Note-On_81,81.0
Note-Duration_8/64,167.0
Position_24/64,217.0
Note-Velocity_23,151.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_D,324.0
Chord-Type_79#,370.0
Chord-Slash_D,336.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_41/64,234.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Referred,417.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_45/64,238.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_50/64,243.0
Note-Velocity_23,151.0
Note-On_82,82.0
Note-Duration_8/64,167.0
Position_59/64,252.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_17/64,176.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_14/64,207.0
Note-Velocity_22,150.0
Note-On_74,74.0
Note-Duration_2/64,161.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_72,72.0
Note-Duration_4/64,163.0
Position_21/64,214.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_4/64,163.0
Position_25/64,218.0
Note-Velocity_22,150.0
Note-On_69,69.0
Note-Duration_5/64,164.0
Position_31/64,224.0
Note-Velocity_17,145.0
Note-On_64,64.0
Note-Duration_15/64,174.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_49/64,242.0
Note-Velocity_22,150.0
Note-On_72,72.0
Note-Duration_7/64,166.0
Position_59/64,252.0
Note-Velocity_18,146.0
Note-On_69,69.0
Note-Duration_4/64,163.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Note-Velocity_22,150.0
Note-On_72,72.0
Note-Duration_28/64,187.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_29/64,222.0
Note-Velocity_17,145.0
Note-On_69,69.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_110.00,286.0
Position_34/64,227.0
Note-Velocity_24,152.0
Note-On_72,72.0
Note-Duration_12/64,171.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_50/64,243.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_59/64,252.0
Note-Velocity_18,146.0
Note-On_67,67.0
Note-Duration_31/64,190.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_110.00,286.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_125.00,292.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_36/64,229.0
Note-Velocity_20,148.0
Note-On_72,72.0
Note-Duration_1/64,160.0
Position_38/64,231.0
Note-Velocity_26,154.0
Note-On_73,73.0
Note-Duration_32/64,191.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_1/64,194.0
Note-Velocity_18,146.0
Note-On_72,72.0
Note-Duration_3/64,162.0
Position_4/64,197.0
Note-Velocity_18,146.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_7/64,200.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_10/64,203.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_15/64,208.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_19/64,212.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_3/64,162.0
Position_22/64,215.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_25/64,218.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_3/64,162.0
Position_29/64,222.0
Note-Velocity_16,144.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_77,77.0
Note-Duration_4/64,163.0
Position_37/64,230.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_41/64,234.0
Note-Velocity_24,152.0
Note-On_78,78.0
Note-Duration_4/64,163.0
Position_45/64,238.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Note-Velocity_25,153.0
Note-On_78,78.0
Note-Duration_4/64,163.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_56/64,249.0
Note-Velocity_24,152.0
Note-On_78,78.0
Note-Duration_4/64,163.0
Position_61/64,254.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_1/64,194.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_3/64,162.0
Position_4/64,197.0
Note-Velocity_21,149.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_8/64,201.0
Note-Velocity_23,151.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_12/64,205.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_3/64,162.0
Position_20/64,213.0
Note-Velocity_24,152.0
Note-On_78,78.0
Note-Duration_3/64,162.0
Position_24/64,217.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_28/64,221.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_33/64,226.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_5/64,164.0
Position_39/64,232.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_1/64,160.0
Position_41/64,234.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_44/64,237.0
Note-Velocity_25,153.0
Note-On_77,77.0
Note-Duration_4/64,163.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_5/64,164.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_78,78.0
Note-Duration_3/64,162.0
Position_56/64,249.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_4/64,163.0
Position_62/64,255.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_2/64,195.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_5/64,164.0
Position_7/64,200.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_10/64,203.0
Note-Velocity_23,151.0
Note-On_78,78.0
Note-Duration_4/64,163.0
Position_15/64,208.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_20/64,213.0
Note-Velocity_25,153.0
Note-On_77,77.0
Note-Duration_3/64,162.0
Position_24/64,217.0
Note-Velocity_24,152.0
Note-On_78,78.0
Note-Duration_4/64,163.0
Position_28/64,221.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_36/64,229.0
Note-Velocity_24,152.0
Note-On_77,77.0
Note-Duration_4/64,163.0
Position_40/64,233.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_44/64,237.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_4/64,163.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Note-Velocity_23,151.0
Note-On_74,74.0
Note-Duration_3/64,162.0
Position_52/64,245.0
Note-Velocity_23,151.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_56/64,249.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_3/64,162.0
Position_59/64,252.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_3/64,162.0
Position_4/64,197.0
Note-Velocity_22,150.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_7/64,200.0
Note-Velocity_23,151.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_10/64,203.0
Note-Velocity_20,148.0
Note-On_75,75.0
Note-Duration_3/64,162.0
Position_15/64,208.0
Note-Velocity_22,150.0
Note-On_74,74.0
Note-Duration_3/64,162.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_110.00,286.0
Position_20/64,213.0
Note-Velocity_21,149.0
Note-On_73,73.0
Note-Duration_3/64,162.0
Position_23/64,216.0
Note-Velocity_21,149.0
Note-On_71,71.0
Note-Duration_1/64,160.0
Position_25/64,218.0
Note-Velocity_23,151.0
Note-On_72,72.0
Note-Duration_2/64,161.0
Position_28/64,221.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_33/64,226.0
Note-Velocity_24,152.0
Note-On_70,70.0
Note-Duration_3/64,162.0
Position_36/64,229.0
Note-Velocity_19,147.0
Note-On_71,71.0
Note-Duration_3/64,162.0
Position_39/64,232.0
Note-Velocity_20,148.0
Note-On_70,70.0
Note-Duration_5/64,164.0
Position_45/64,238.0
Note-Velocity_17,145.0
Note-On_70,70.0
Note-Duration_2/64,161.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_53/64,246.0
Note-Velocity_23,151.0
Note-On_75,75.0
Note-Duration_2/64,161.0
Position_56/64,249.0
Note-Velocity_25,153.0
Note-On_76,76.0
Note-Duration_4/64,163.0
Position_61/64,254.0
Note-Velocity_24,152.0
Note-On_75,75.0
Note-Duration_4/64,163.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_1/64,194.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_3/64,162.0
Position_4/64,197.0
Note-Velocity_21,149.0
Note-On_78,78.0
Note-Duration_3/64,162.0
Position_8/64,201.0
Note-Velocity_25,153.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_12/64,205.0
Note-Velocity_22,150.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_83,83.0
Note-Duration_3/64,162.0
Position_20/64,213.0
Note-Velocity_25,153.0
Note-On_83,83.0
Note-Duration_3/64,162.0
Position_24/64,217.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_28/64,221.0
Note-Velocity_25,153.0
Note-On_80,80.0
Note-Duration_4/64,163.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_36/64,229.0
Note-Velocity_24,152.0
Note-On_80,80.0
Note-Duration_3/64,162.0
Position_39/64,232.0
Note-Velocity_20,148.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_44/64,237.0
Note-Velocity_25,153.0
Note-On_79,79.0
Note-Duration_4/64,163.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_83,83.0
Note-Duration_4/64,163.0
Position_56/64,249.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_127.50,293.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_50/64,243.0
Phrase,393.0
MLU-Type_expressive,395.0
Note-Velocity_26,154.0
Note-On_86,86.0
Note-Duration_2/64,161.0
Position_52/64,245.0
Note-Velocity_26,154.0
Note-On_89,89.0
Note-Duration_4/64,163.0
Position_56/64,249.0
Note-Velocity_25,153.0
Note-On_91,91.0
Note-Duration_3/64,162.0
Position_60/64,253.0
Note-Velocity_26,154.0
Note-On_89,89.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Note-Velocity_26,154.0
Note-On_87,87.0
Note-Duration_2/64,161.0
Position_3/64,196.0
Note-Velocity_25,153.0
Note-On_88,88.0
Note-Duration_3/64,162.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_63/64,256.0
Phrase,393.0
MLU-Type_expressive,395.0
Note-Velocity_26,154.0
Note-On_86,86.0
Note-Duration_2/64,161.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_1/64,194.0
Note-Velocity_25,153.0
Note-On_91,91.0
Note-Duration_2/64,161.0
Position_4/64,197.0
Note-Velocity_26,154.0
Note-On_91,91.0
Note-Duration_2/64,161.0
Position_6/64,199.0
Note-Velocity_26,154.0
Note-On_91,91.0
Note-Duration_2/64,161.0
Position_9/64,202.0
Note-Velocity_21,149.0
Note-On_94,94.0
Note-Duration_2/64,161.0
Position_12/64,205.0
Note-Velocity_24,152.0
Note-On_91,91.0
Note-Duration_2/64,161.0
Position_15/64,208.0
Note-Velocity_26,154.0
Note-On_92,92.0
Note-Duration_3/64,162.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_19/64,212.0
Note-Velocity_23,151.0
Note-On_91,91.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_46/64,239.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_25,153.0
Note-On_91,91.0
Note-Duration_3/64,162.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_125.00,292.0
Position_59/64,252.0
Note-Velocity_24,152.0
Note-On_90,90.0
Note-Duration_3/64,162.0
Position_62/64,255.0
Note-Velocity_25,153.0
Note-On_91,91.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_11/64,204.0
Note-Velocity_25,153.0
Note-On_88,88.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_112.50,287.0
Position_17/64,210.0
Note-Velocity_24,152.0
Note-On_86,86.0
Note-Duration_3/64,162.0
Position_20/64,213.0
Note-Velocity_25,153.0
Note-On_85,85.0
Note-Duration_3/64,162.0
Position_24/64,217.0
Note-Velocity_24,152.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_50/64,243.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_25,153.0
Note-On_82,82.0
